Time	Cell_type	Mean	Min	Max	Std
45.500000	0	0.067766	0.006638	0.378851	0.044003
45.500000	1	1.256053	0.490330	2.132432	0.262431
45.750000	0	0.067906	0.010016	0.713639	0.049147
45.750000	1	1.234396	0.497684	2.389614	0.269288
46.000000	0	0.067333	0.007192	1.062117	0.058629
46.000000	1	1.238904	0.055564	2.222104	0.278514
46.250000	0	0.063382	0.008118	0.370809	0.036314
46.250000	1	1.238209	0.536358	1.894133	0.230094
46.500000	0	0.065770	0.001366	0.384466	0.041900
46.500000	1	1.212039	0.056208	1.915997	0.270323
46.750000	0	0.065822	0.003148	0.719433	0.046871
46.750000	1	1.231214	0.528193	3.077063	0.303593
47.000000	0	0.063561	0.007151	0.384703	0.037960
47.000000	1	1.311971	0.496631	4.343343	0.459800
47.250000	0	0.064990	0.001886	0.506655	0.043995
47.250000	1	1.235432	0.724745	1.864466	0.193369
47.500000	0	0.064528	0.004278	0.607221	0.042291
47.500000	1	1.228640	0.209419	2.516381	0.316050
47.750000	0	0.064117	0.002046	0.307179	0.037713
47.750000	1	1.256505	0.328319	2.025357	0.264481
48.000000	0	0.063422	0.005865	0.441137	0.041277
48.000000	1	1.236965	0.207622	2.496127	0.309667
48.250000	0	0.064780	0.000943	0.499114	0.044589
48.250000	1	1.264211	0.601794	2.565982	0.293588
48.500000	0	0.065201	0.005247	0.539845	0.044781
48.500000	1	1.238752	0.507986	2.255146	0.254538
48.750000	0	0.063147	0.002434	0.354445	0.040015
48.750000	1	1.209531	0.328411	2.151382	0.234432
49.000000	0	0.063645	0.003469	0.612486	0.043118
49.000000	1	1.237030	0.417079	2.471157	0.286161
49.250000	0	0.063940	0.001154	0.337920	0.037705
49.250000	1	1.200787	0.427640	2.405296	0.266838
49.500000	0	0.064526	0.001944	0.429406	0.038446
49.500000	1	1.226398	0.217683	2.428663	0.294914
49.750000	0	0.069574	0.009709	2.181201	0.099250
49.750000	1	1.269664	0.541542	3.986258	0.396945
50.000000	0	0.065955	0.004768	0.448089	0.042650
50.000000	1	1.193779	0.613307	1.813626	0.202739
50.250000	0	0.066946	0.005005	0.470521	0.043222
50.250000	1	1.322185	0.262671	3.030172	0.351905
50.500000	0	0.064242	0.010457	0.410482	0.039871
50.500000	1	1.209057	0.490861	2.031008	0.221617
50.750000	0	0.067103	0.004316	0.951299	0.053165
50.750000	1	1.230464	0.495292	2.375720	0.243873
51.000000	0	0.067457	0.007675	0.541744	0.047941
51.000000	1	1.280314	0.466551	2.550165	0.321634
51.250000	0	0.064044	0.002815	0.515194	0.037051
51.250000	1	1.208619	0.676773	1.789313	0.183828
51.500000	0	0.066001	0.009217	0.329037	0.039438
51.500000	1	1.276777	0.722366	2.909197	0.318365
51.750000	0	0.066081	0.008928	0.477645	0.042537
51.750000	1	1.247034	0.583891	2.065705	0.264477
52.000000	0	0.065893	0.005802	0.565891	0.045618
52.000000	1	1.212695	0.199004	2.423325	0.319793
52.250000	0	0.066070	0.002774	0.699291	0.045705
52.250000	1	1.268099	0.164597	3.018732	0.359099
52.500000	0	0.065368	0.007760	0.346828	0.041629
52.500000	1	1.225174	0.168543	1.964445	0.298890
52.750000	0	0.065254	0.004343	0.360332	0.041136
52.750000	1	1.205265	0.278919	2.558956	0.353373
53.000000	0	0.068762	0.004197	0.621467	0.053300
53.000000	1	1.255893	0.488894	3.357936	0.356542
53.250000	0	0.068338	0.008401	0.546986	0.050582
53.250000	1	1.212048	0.462505	1.993376	0.275837
53.500000	0	0.067773	0.007589	0.481758	0.047903
53.500000	1	1.290700	0.649522	2.318868	0.265339
53.750000	0	0.064214	0.009760	0.247341	0.033037
53.750000	1	1.191606	0.806675	1.828469	0.176097
54.000000	0	0.067525	0.013097	0.905755	0.054663
54.000000	1	1.237242	0.518359	2.205621	0.291472
54.250000	0	0.063780	0.005063	0.333095	0.038925
54.250000	1	1.197362	0.080000	2.381761	0.267312
54.500000	0	0.065023	0.009860	0.497342	0.040635
54.500000	1	1.228167	0.728352	2.687366	0.263006
54.750000	0	0.065905	0.006487	0.747232	0.046916
54.750000	1	1.277558	0.655839	2.431833	0.267453
55.000000	0	0.064813	0.004464	0.427987	0.041372
55.000000	1	1.263903	0.644222	2.367356	0.261307
55.250000	0	0.066648	0.004013	0.763994	0.052427
55.250000	1	1.231000	0.507280	2.424435	0.297360
55.500000	0	0.071582	0.007288	0.639786	0.055951
55.500000	1	1.250673	0.212341	2.941460	0.336182
55.750000	0	0.066754	0.004479	0.374933	0.043228
55.750000	1	1.260316	0.255502	2.281014	0.299475
56.000000	0	0.065609	0.007958	0.444436	0.042802
56.000000	1	1.207211	0.715796	2.030032	0.211626
56.250000	0	0.063104	0.005268	0.280177	0.035240
56.250000	1	1.203626	0.534825	2.876771	0.268890
56.500000	0	0.065280	0.005131	0.338760	0.038737
56.500000	1	1.257509	0.591534	2.501433	0.265977
56.750000	0	0.068228	0.011323	0.429353	0.047074
56.750000	1	1.235304	0.369000	2.090975	0.233747
57.000000	0	0.064409	0.001569	0.342673	0.038973
57.000000	1	1.253186	0.170838	3.491089	0.363014
57.250000	0	0.063622	0.006323	0.282910	0.034885
57.250000	1	1.244668	0.438988	2.218094	0.285334
57.500000	0	0.064812	0.005455	0.367438	0.038362
57.500000	1	1.220522	0.552346	2.217754	0.263378
57.750000	0	0.066410	0.005569	0.379813	0.042283
57.750000	1	1.256464	0.438335	2.279621	0.334159
58.000000	0	0.066046	0.002517	0.500169	0.042797
58.000000	1	1.243152	0.416122	2.144778	0.274037
58.250000	0	0.066037	0.009252	0.847418	0.049023
58.250000	1	1.236086	0.559783	2.203420	0.250981
58.500000	0	0.064307	0.004572	0.392835	0.040080
58.500000	1	1.181252	0.617462	1.922573	0.193411
58.750000	0	0.067122	0.005569	0.475673	0.045143
58.750000	1	1.253851	0.490591	2.171633	0.255661
59.000000	0	0.067069	0.005300	0.448689	0.045257
59.000000	1	1.208341	0.349776	2.104379	0.291314
59.250000	0	0.067357	0.001180	0.613808	0.052603
59.250000	1	1.189546	0.559629	2.696350	0.279167
59.500000	0	0.066887	0.002252	0.567563	0.045460
59.500000	1	1.249733	0.361343	2.182171	0.319084
59.750000	0	0.065762	0.003272	0.748899	0.046172
59.750000	1	1.288009	0.282817	2.997469	0.337292
60.000000	0	0.064977	0.002083	0.458948	0.042604
60.000000	1	1.267524	0.593656	3.693900	0.341298
60.250000	0	0.063223	0.001357	0.291781	0.035034
60.250000	1	1.251081	0.318619	2.202290	0.292694
60.500000	0	0.064106	0.004686	0.334256	0.038008
60.500000	1	1.275991	0.625457	2.410728	0.295202
60.750000	0	0.062375	0.007187	0.427987	0.038216
60.750000	1	1.203815	0.497353	2.128701	0.212296
61.000000	0	0.061662	0.003738	0.242370	0.032049
61.000000	1	1.282246	0.497049	2.130025	0.243128
61.250000	0	0.064430	0.004312	0.584333	0.039559
61.250000	1	1.177668	0.701869	1.995275	0.199568
61.500000	0	0.065111	0.009757	0.296049	0.037419
61.500000	1	1.226676	0.055666	2.256399	0.260703
61.750000	0	0.066737	0.001033	0.454615	0.045657
61.750000	1	1.226151	0.080569	2.503519	0.280043
62.000000	0	0.064207	0.006442	0.519216	0.045243
62.000000	1	1.229227	0.317272	2.252594	0.240934
62.250000	0	0.069629	0.004340	0.627550	0.055555
62.250000	1	1.237543	0.462663	2.734811	0.302121
62.500000	0	0.069676	0.003867	0.920289	0.058649
62.500000	1	1.279385	0.569186	2.799051	0.345291
62.750000	0	0.067595	0.008228	0.573639	0.047495
62.750000	1	1.295982	0.338046	2.865050	0.304956
63.000000	0	0.067541	0.008841	0.771703	0.049437
63.000000	1	1.268558	0.570901	2.978998	0.311585
63.250000	0	0.064751	0.000445	0.505149	0.043963
63.250000	1	1.216501	0.533407	1.923638	0.209037
63.500000	0	0.066641	0.006388	0.384342	0.044419
63.500000	1	1.259675	0.506946	2.148192	0.266232
63.750000	0	0.066348	0.006052	0.552553	0.044470
63.750000	1	1.240550	0.483815	2.389206	0.247628
64.000000	0	0.068367	0.009314	0.798763	0.054091
64.000000	1	1.296533	0.381830	2.650768	0.316098
64.250000	0	0.063425	0.001775	0.263870	0.036554
64.250000	1	1.263899	0.711140	1.867145	0.239087
