Time	Cell_type	Mean	Min	Max	Std
43.250000	1	1.376756	0.680357	2.214363	0.266137
43.500000	0	0.083848	0.007863	0.326012	0.040250
43.500000	1	1.327764	0.279110	3.024180	0.368430
43.750000	0	0.086571	0.006905	0.658431	0.049848
43.750000	1	1.344480	0.533981	2.676380	0.332132
44.000000	0	0.084851	0.001775	0.361685	0.042067
44.000000	1	1.303043	0.316639	2.383769	0.291233
44.250000	0	0.084537	0.004908	0.327627	0.042256
44.250000	1	1.373993	0.528655	3.013952	0.380272
44.500000	0	0.083584	0.010580	0.477314	0.042865
44.500000	1	1.316961	0.460442	2.317155	0.273223
44.750000	0	0.085440	0.011310	0.454727	0.044731
44.750000	1	1.311504	0.400550	2.379290	0.263730
45.000000	0	0.085873	0.004233	0.993880	0.055605
45.000000	1	1.354079	0.512884	3.362762	0.331129
45.250000	0	0.085238	0.009360	0.716085	0.050610
45.250000	1	1.318491	0.278724	2.043359	0.298292
45.500000	0	0.088916	0.009752	0.479888	0.049596
45.500000	1	1.313640	0.389155	2.084247	0.286805
45.750000	0	0.087464	0.008305	0.396751	0.045525
45.750000	1	1.332028	0.624173	2.033870	0.280555
46.000000	0	0.089305	0.010076	0.952999	0.062613
46.000000	1	1.348388	0.400482	2.545774	0.339998
46.250000	0	0.086709	0.001028	0.438004	0.048516
46.250000	1	1.357476	0.504113	2.323669	0.293429
46.500000	0	0.087524	0.007007	0.709235	0.053956
46.500000	1	1.313735	0.174424	2.065877	0.290627
46.750000	0	0.084735	0.003802	0.542310	0.045159
46.750000	1	1.337098	0.432328	2.739706	0.318837
47.000000	0	0.085691	0.009413	0.458211	0.042747
47.000000	1	1.351124	0.161987	2.240734	0.310003
47.250000	0	0.086723	0.007075	0.962900	0.055591
47.250000	1	1.287883	0.225654	2.073831	0.274854
47.500000	0	0.085097	0.014026	0.345670	0.043886
47.500000	1	1.336027	0.374258	2.001708	0.259388
47.750000	0	0.084732	0.009973	0.300680	0.038845
47.750000	1	1.338210	0.552513	2.540548	0.335095
48.000000	0	0.081729	0.011978	0.274681	0.036291
48.000000	1	1.343153	0.065858	2.699887	0.356255
48.250000	0	0.081936	0.014956	0.354178	0.036720
48.250000	1	1.355224	0.522323	2.254516	0.260159
48.500000	0	0.086017	0.011739	1.640511	0.070227
48.500000	1	1.336024	0.771173	2.764278	0.240489
48.750000	0	0.085755	0.014405	0.378487	0.041051
48.750000	1	1.351500	0.337487	2.594911	0.308878
49.000000	0	0.086891	0.007679	0.475106	0.050272
49.000000	1	1.331773	0.550394	2.437824	0.285604
49.250000	0	0.087511	0.004373	0.442179	0.048746
49.250000	1	1.330703	0.142996	2.090212	0.298304
49.500000	0	0.085191	0.008455	0.661314	0.049185
49.500000	1	1.356022	0.381964	2.244338	0.285093
49.750000	0	0.086906	0.001760	1.002897	0.053933
49.750000	1	1.363411	0.387536	2.519350	0.328358
50.000000	0	0.084333	0.010290	0.402356	0.041113
50.000000	1	1.282912	0.466168	3.504218	0.320400
50.250000	0	0.088828	0.001632	0.871813	0.061354
50.250000	1	1.327066	0.292533	2.018388	0.311599
50.500000	0	0.089634	0.003263	0.609405	0.060151
50.500000	1	1.355884	0.523171	2.393284	0.276918
50.750000	0	0.087640	0.016159	0.386896	0.044257
50.750000	1	1.311433	0.562441	2.177123	0.271137
51.000000	0	0.089750	0.008226	1.344913	0.066751
51.000000	1	1.381563	0.639650	2.830240	0.333500
51.250000	0	0.083534	0.008192	0.512334	0.043453
51.250000	1	1.301650	0.622966	2.035469	0.237955
51.500000	0	0.084723	0.008587	0.483130	0.044244
51.500000	1	1.396315	0.223184	2.813744	0.372067
51.750000	0	0.084923	0.006305	0.802994	0.048763
51.750000	1	1.330106	0.330891	2.168990	0.261438
52.000000	0	0.084171	0.008382	0.416018	0.043085
52.000000	1	1.327270	0.439414	2.463142	0.294700
52.250000	0	0.085792	0.005141	2.210530	0.090921
52.250000	1	1.341615	0.627048	3.024766	0.281469
52.500000	0	0.084983	0.005087	0.599756	0.045759
52.500000	1	1.335684	0.380483	2.540832	0.302737
52.750000	0	0.083662	0.002234	0.656514	0.046527
52.750000	1	1.320913	0.322481	2.559249	0.304825
53.000000	0	0.084759	0.010320	0.401225	0.040590
53.000000	1	1.326670	0.734854	2.142105	0.230552
53.250000	0	0.084361	0.012063	0.404746	0.041126
53.250000	1	1.301714	0.334556	1.924563	0.276638
53.500000	0	0.085168	0.010344	0.581532	0.048187
53.500000	1	1.340753	0.757155	2.467185	0.286021
53.750000	0	0.084409	0.006539	0.323916	0.042727
53.750000	1	1.329846	0.338176	2.579725	0.318538
54.000000	0	0.085609	0.013859	0.614134	0.048903
54.000000	1	1.326220	0.347755	2.071426	0.295149
54.250000	0	0.085191	0.005355	0.429706	0.048030
54.250000	1	1.280695	0.387184	2.048629	0.240623
54.500000	0	0.088069	0.002820	0.345048	0.047658
54.500000	1	1.289479	0.513011	2.309572	0.316717
54.750000	0	0.086941	0.006605	0.665303	0.050892
54.750000	1	1.329361	0.125634	2.648582	0.354777
55.000000	0	0.086064	0.012089	0.546372	0.048780
55.000000	1	1.319262	0.338640	1.937330	0.273481
55.250000	0	0.086287	0.009227	0.403458	0.043723
55.250000	1	1.306174	0.351398	2.119850	0.278299
55.500000	0	0.085829	0.008021	0.508904	0.046128
55.500000	1	1.350799	0.737230	2.076232	0.274487
55.750000	0	0.087077	0.005927	0.643873	0.052830
55.750000	1	1.429444	0.685776	2.696472	0.332085
56.000000	0	0.085370	0.005466	0.423710	0.041960
56.000000	1	1.320320	0.704040	2.733424	0.245577
56.250000	0	0.085699	0.006149	0.506951	0.050599
56.250000	1	1.337581	0.571676	2.302031	0.288963
56.500000	0	0.086717	0.006417	0.783225	0.055915
56.500000	1	1.347377	0.329549	2.138163	0.281067
56.750000	0	0.085531	0.003859	0.353241	0.042842
56.750000	1	1.333781	0.200672	2.490375	0.311954
57.000000	0	0.083394	0.008104	0.421750	0.042971
57.000000	1	1.336168	0.657712	1.939495	0.214692
57.250000	0	0.084699	0.005008	0.378049	0.040347
57.250000	1	1.290897	0.641965	1.927367	0.244209
57.500000	0	0.086538	0.004155	0.455436	0.047103
57.500000	1	1.332417	0.544357	2.226118	0.293938
57.750000	0	0.082088	0.005576	0.296909	0.039098
57.750000	1	1.330687	0.056376	2.746625	0.341294
58.000000	0	0.084765	0.010411	0.628568	0.046241
